#Generation	Deleted programs	Maximum size	Minimum size	Average size	Maximum fitness	Minimum fitness	Average fitness	Best program
28	563	135	1	24.1788	-0.0457478	-69.1477	-1.1231	  avg( min( log( avg(9.224,max) ) ,5.314) ,  max( avg(ma_sigma,sigma) , mix( avg(min_tot,ma_sigma) | max(ma,max) ,max) ) ^2 ) * ma_sigma^2  
29	587	139	1	24.6328	-0.0457478	-79.1515	-1.18451	  avg( min( log( avg(9.224,max) ) ,5.314) ,  max( avg(ma_sigma,sigma) , mix( avg(min_tot,ma_sigma) | max(ma,max) ,max) ) ^2 ) * ma_sigma^2  
30	561	139	1	25.2902	-0.0458934	-53.996	-1.15148	 max( sigma_tot-max_tot ,   max( mix(min_tot|-9.842,max) ,  sqrt(  max( avg( log(-1.608) , log( max( sqrt(sigma_tot) ,sigma) ) ) ,sigma_t) -   min(-3.78,sigma_tot) - max_tot/min_tot  / log( sqrt(sigma) )   ) ^2 ) ^2 - ma_sigma/-8.272  ) 
31	580	137	1	25.9393	-0.0450826	-70.9542	-1.0901	 max( min(5.292,-6.224) ,  sigma_t-sigma_t - mix(  avg(  min( max(sigma,8.346) ,ma) - mix(sigma|max_tot,max)  ,  max( exp(-2.758) , sqrt(max) ) +max ) +min_tot |ma_sigma,mu_tot)  ) 
32	591	137	1	26.6035	-0.0450826	-88.3058	-1.11673	 max( min(5.292,-6.224) ,  sigma_t-sigma_t - mix(  avg(  min( max(sigma,8.346) ,ma) - mix(sigma|max_tot,max)  ,  max( exp(-2.758) , sqrt(max) ) +max ) +min_tot |ma_sigma,mu_tot)  ) 
33	604	143	1	26.6821	-0.0442248	-86.2459	-1.12532	 ma_sigma* avg(max,sigma)  
34	555	178	1	27.1606	-0.0467612	-79.018	-1.07536	 sqrt(  min(  mix( min*-4.932 |sigma_t,ma) + log(sigma_tot)  ,   avg(min_tot,5.98) ^ log(max)  ^2 ) / avg(sigma_t,8.788)  ) 
35	589	182	1	27.482	-0.0447921	-71.9464	-1.11079	 max( max-sigma , mix( max_tot+ma_sigma | sqrt(  min(max,sigma) * mix( -4.79* ma_sigma^2  | max-sigma_t , avg(sigma_t, sqrt( max* exp(min)  ) ) )  ) , min(max,sigma_tot) ) ) 
36	586	150	1	28.2151	-0.045602	-34.6213	-1.05389	 avg( sqrt(-7.828) , min(max,  mix(sigma|4.77,-0.278) ^2 ) ) 
37	556	157	1	29.0228	-0.045602	-31.9788	-1.06272	 avg( sqrt(-7.828) , min(max,  mix(sigma|4.77,-0.278) ^2 ) ) 
38	592	157	1	29.6617	-0.046047	-65.5882	-1.06519	  max^2 + max(mu_tot, min( sigma_t^2 , sqrt( log(2.93) ) ) )  
39	595	164	1	29.9261	-0.0451916	-87.6103	-1.04755	  avg( sqrt(  min( sqrt(  avg(sigma,   4.274*ma * max(ma_sigma,  log( log( log(9.402) ) ) ^2 )  ^2 ) - -7.428^2  ) , log( exp( ma_sigma*-1.296 ) ) ) ^2 ) ,max) ^2 
