#Generation	Deleted programs	Maximum size	Minimum size	Average size	Maximum fitness	Minimum fitness	Average fitness	Best program
38	67	87	1	14.0457	-0.0453246	-81.6587	-0.191632	  max(min,   min_tot+max * log(max)  *sigma ) -mu_tot 
39	67	87	1	14.2272	-0.0453246	-21.5036	-0.195594	  max(min,   min_tot+max * log(max)  *sigma ) -mu_tot 
40	76	89	1	14.9119	-0.0454969	-85.3165	-0.196668	 avg( max*sigma_t ,   max(ma_sigma, sigma* avg(   max(max,min_tot) + sigma_t*8.598  -  log(sigma) * min*min   ,  log( avg(sigma_t,max) ) -  log(max_tot) / log(max_tot)   )  ) + avg( max( ma^2 ,ma) ,sigma_tot)  ^2 ) 
41	61	99	1	15.5951	-0.045328	-30.4766	-0.190269	 mix( max+ma_sigma | avg( max(sigma,sigma_t) ,ma) ,min_tot) 
42	61	110	1	16.0264	-0.0451074	-18.5903	-0.180532	  ma_sigma^2 / log(sigma)  
43	73	110	1	16.5577	-0.0447993	-34.381	-0.197067	 mix(ma_sigma|max, max( sigma_t^2 ,ma) ) 
44	74	110	1	16.8919	-0.0447993	-17.3223	-0.179532	 mix(ma_sigma|max, max( sigma_t^2 ,ma) ) 
45	60	117	1	17.4402	-0.0447993	-11.8131	-0.16548	 mix(ma_sigma|max, max( sigma_t^2 ,ma) ) 
46	69	117	1	18.2653	-0.0444805	-28.5783	-0.180945	  max( avg( ma*sigma , ma_sigma^2 ) ,  mix( max(sigma_t,ma) | log(-3.624) , ma_sigma^2 ) +min ) + sigma* avg(max, log(mu_tot) )   
47	62	111	1	19.0212	-0.0444805	-23.4424	-0.172248	  max( avg( ma*sigma , ma_sigma^2 ) ,  mix( max(sigma_t,ma) | log(-3.624) , ma_sigma^2 ) +min ) + sigma* avg(max, log(mu_tot) )   
48	59	111	1	19.8095	-0.0444805	-21.7407	-0.177418	  max( avg( ma*sigma , ma_sigma^2 ) ,  mix( max(sigma_t,ma) | log(-3.624) , ma_sigma^2 ) +min ) + sigma* avg(max, log(mu_tot) )   
49	53	111	1	20.4326	-0.0444805	-29.7497	-0.177265	  max( avg( ma*sigma , ma_sigma^2 ) ,  mix( max(sigma_t,ma) | log(-3.624) , ma_sigma^2 ) +min ) + sigma* avg(max, log(mu_tot) )   
50	61	120	1	20.5224	-0.0431458	-17.5878	-0.177637	 max(  ma_sigma^2.724 *1.874 ,  sigma_t^2 / exp( sigma*sigma_t )  ) 
51	68	111	1	20.3893	-0.0431458	-14.6592	-0.167718	 max(  ma_sigma^2.724 *1.874 ,  sigma_t^2 / exp( sigma*sigma_t )  ) 
52	50	126	1	20.3007	-0.0431458	-23.0453	-0.177881	 max(  ma_sigma^2.724 *1.874 ,  sigma_t^2 / exp( sigma*sigma_t )  ) 
53	62	111	1	20.3165	-0.0431458	-43.7296	-0.184454	 max(  ma_sigma^2.724 *1.874 ,  sigma_t^2 / exp( sigma*sigma_t )  ) 
54	69	112	1	20.117	-0.0431458	-46.6673	-0.182269	 max(  ma_sigma^2.724 *1.874 ,  sigma_t^2 / exp( sigma*sigma_t )  ) 
55	51	116	1	20.0357	-0.0442179	-39.8741	-0.195121	 mix( max( min(ma,min) ,ma_sigma) | ma_sigma^2 , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
56	64	124	1	20.3708	-0.0437182	-39.4964	-0.180242	  max(sigma_t, mix( max(mu_tot, ma^min ) | sqrt(ma) ,ma) ) ^2 
57	66	122	1	20.5051	-0.0437182	-34.1688	-0.192185	  max(sigma_t, mix( max(mu_tot, ma^min ) | sqrt(ma) ,ma) ) ^2 
58	62	122	1	20.7865	-0.0442179	-26.3772	-0.197467	 mix( max( min(ma,min) ,ma_sigma) | ma_sigma^2 , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
59	54	116	1	21.2351	-0.0442179	-45.3153	-0.178342	 mix( max( min(ma,min) ,ma_sigma) | ma_sigma^2 , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
60	54	116	1	21.9701	-0.0442179	-49.4919	-0.172141	 mix( max( min(ma,min) ,ma_sigma) | ma_sigma^2 , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
61	48	124	1	22.6983	-0.0442179	-35.3469	-0.18162	 mix( max( min(ma,min) ,ma_sigma) | ma_sigma^2 , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
62	62	124	1	23.1725	-0.0445032	-29.5075	-0.18139	 avg(   sqrt(mu_tot) +  sigma_tot-ma_sigma ^2  +   min(ma,ma) +max ^2  , sigma_t* ma_sigma^2  ) 
63	60	124	1	23.443	-0.0441925	-49.4895	-0.172484	 mix( max( min(max,ma_sigma) ,ma) | mix(sigma_tot| ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
64	74	124	1	23.6984	-0.0441925	-52.9697	-0.165092	 mix( max( min(max,ma_sigma) ,ma) | mix(sigma_tot| ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
65	63	126	1	23.8274	-0.0441925	-46.1055	-0.171751	 mix( max( min(max,ma_sigma) ,ma) | mix(sigma_tot| ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
66	60	133	1	23.9341	-0.0441925	-21.6498	-0.166951	 mix( max( min(max,ma_sigma) ,ma) | mix(sigma_tot| ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
67	59	133	1	24.2914	-0.0441925	-31.0235	-0.162967	 mix( max( min(max,ma_sigma) ,ma) | mix(sigma_tot| ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
68	70	133	1	24.4	-0.0439922	-32.8144	-0.161557	 mix( max( min(ma,max) ,max) | mix( mix( mix(ma|min,ma) |ma, avg(max,sigma_tot) ) | ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
69	55	133	1	24.6224	-0.0439922	-28.2979	-0.163949	 mix( max( min(ma,max) ,max) | mix( mix( mix(ma|min,ma) |ma, avg(max,sigma_tot) ) | ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
70	65	133	1	24.8497	-0.0439922	-26.7303	-0.160234	 mix( max( min(ma,max) ,max) | mix( mix( mix(ma|min,ma) |ma, avg(max,sigma_tot) ) | ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
71	58	133	1	25.473	-0.0439922	-38.3948	-0.181614	 mix( max( min(ma,max) ,max) | mix( mix( mix(ma|min,ma) |ma, avg(max,sigma_tot) ) | ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
72	68	124	1	26.2344	-0.0439922	-34.9332	-0.17862	 mix( max( min(ma,max) ,max) | mix( mix( mix(ma|min,ma) |ma, avg(max,sigma_tot) ) | ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
73	69	124	1	27.1381	-0.0439922	-23.42	-0.143562	 mix( max( min(ma,max) ,max) | mix( mix( mix(ma|min,ma) |ma, avg(max,sigma_tot) ) | ma+ min_tot^2  ,max) , avg( min* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) 
74	71	126	1	27.9762	-0.0436471	-20.4766	-0.1474	 max( ma* mix( 7.974^2 |ma,1.138)  , mix( min*ma |ma_sigma, mix(ma_sigma|max,ma) ) ) 
75	63	128	1	28.2704	-0.0436471	-25.2895	-0.153992	 max( ma* mix( 7.974^2 |ma,1.138)  , mix( min*ma |ma_sigma, mix(ma_sigma|max,ma) ) ) 
76	52	128	1	28.5852	-0.0432904	-70.7716	-0.174236	 min(  min( max(-0.84, sigma^2 ) , mix(max| avg( exp( min(min,sigma_t) ) , avg(ma,min) ) , sqrt(max_tot) ) ) -sigma_tot , avg(  max( min( ma+ma , -5.502^max ) , log(max_tot) ) ^2 , sqrt(  max(max,ma) ^2 ) ) ) 
77	60	128	1	28.8415	-0.0430872	-34.0838	-0.133866	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
78	64	128	1	29.3989	-0.0430872	-15.4947	-0.148178	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
79	57	131	1	29.8071	-0.0430872	-17.9536	-0.132816	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
80	59	131	1	30.1685	-0.0430872	-37.6143	-0.148415	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
81	51	131	1	30.5013	-0.0430872	-16.2976	-0.139047	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
82	57	131	1	30.9339	-0.0430872	-69.4523	-0.141205	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
83	61	131	1	31.8157	-0.0430872	-16.7417	-0.142102	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
84	55	153	1	32.7515	-0.0430872	-15.3554	-0.137997	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
85	58	153	1	33.1353	-0.0430872	-30.2896	-0.134022	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
86	62	153	1	33.4535	-0.0430872	-28.9693	-0.143889	  max( avg(sigma_tot, mix(min| avg(ma,ma) , ma_sigma^2 ) ) , sigma_t*sigma_t ) * exp(ma_sigma)  
87	62	153	1	34.0824	-0.0432904	-69.8129	-0.152645	 min(  min( max(-0.84, sigma^2 ) , mix(max| avg( exp( min(min,sigma_t) ) , avg(ma,min) ) , sqrt(max_tot) ) ) -sigma_tot , avg(  max( min( ma+ma , -5.502^max ) , log(max_tot) ) ^2 , sqrt(  max(max,ma_sigma) ^2 ) ) ) 
88	56	153	1	34.9526	-0.0432904	-15.3554	-0.139405	 min(  min( max(-0.84, sigma^2 ) , mix(max| avg( exp( min(min,sigma_t) ) , avg(ma,min) ) , sqrt(max_tot) ) ) -sigma_tot , avg(  max( min( ma+ma , -5.502^max ) , log(max_tot) ) ^2 , sqrt(  max(max,ma_sigma) ^2 ) ) ) 
89	54	162	1	35.5236	-0.0423317	-17.4846	-0.146626	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
90	63	167	1	36.5535	-0.0423317	-21.4608	-0.157155	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
91	54	167	1	37.942	-0.0423317	-31.3299	-0.145261	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
92	58	167	1	39.3675	-0.0423317	-27.1226	-0.148195	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
93	61	167	1	41.3712	-0.0423317	-23.6486	-0.136443	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
94	67	201	1	43.2084	-0.0423317	-42.4586	-0.138598	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
95	69	191	1	44.3147	-0.0423317	-16.5081	-0.143917	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
96	53	191	1	45.5879	-0.0423317	-30.1077	-0.139764	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
97	53	191	1	46.8915	-0.0423317	-32.2961	-0.143831	 max( mix( max( min(ma,ma_sigma) ,min_tot) |max, avg( -3.624* log(min)  , avg( max(ma,     log(sigma_tot) - max(-4.54,max)  *min_tot - avg( exp( exp(min_tot) ) ,ma)  +  exp( min(sigma_t,sigma) ) ^2  ) , avg(ma_sigma, min_tot^2 ) ) ) ) , max( mix( mix(  min(  sigma_tot/-9.386 - max(sigma_tot,ma)  ,mu_tot) / 9.232-sigma_tot  | max*min ,mu_tot) | min( max*5.23 , sigma_tot^-4.85 ) , mix(ma_sigma|max,ma) ) ,mu_tot) ) 
98	57	244	1	47.9443	-0.0351735	-20.0789	-0.141158	 mix(  avg( mix(ma_sigma|sigma_tot,max) ,ma) *max |   mu_tot+sigma_t ^2 / mix(   max( ma*ma_sigma , mix(  avg(max,sigma_tot) *2.728 |ma_sigma, mix(ma_sigma|max,ma_sigma) ) ) ^2 ^ max*0.302  | exp(ma) ,-7.778)  , mix(ma_sigma|max,ma) ) 
99	45	244	1	48.6984	-0.0351735	-68.7699	-0.157567	 mix(  avg( mix(ma_sigma|sigma_tot,max) ,ma) *max |   mu_tot+sigma_t ^2 / mix(   max( ma*ma_sigma , mix(  avg(max,sigma_tot) *2.728 |ma_sigma, mix(ma_sigma|max,ma_sigma) ) ) ^2 ^ max*0.302  | exp(ma) ,-7.778)  , mix(ma_sigma|max,ma) ) 
100	43	244	1	49.3139	-0.0351735	-55.7035	-0.149219	 mix(  avg( mix(ma_sigma|sigma_tot,max) ,ma) *max |   mu_tot+sigma_t ^2 / mix(   max( ma*ma_sigma , mix(  avg(max,sigma_tot) *2.728 |ma_sigma, mix(ma_sigma|max,ma_sigma) ) ) ^2 ^ max*0.302  | exp(ma) ,-7.778)  , mix(ma_sigma|max,ma) ) 
