-0.00309733	0.768722	0	0.00203874
-0.00044522	0	0.00265211	0.00203874
0.00220689	0	0.00530422	0.00203874
0.004859	0	0.00795633	0.00203874
0.00751111	0	0.0106084	0.00203874
0.0101632	0	0.0132605	0.00203874
0.0128153	0	0.0159127	0.00203874
0.0154674	0	0.0185648	0.00203874
0.0181195	0	0.0212169	0.00203874
0.0207717	0	0.023869	0.00203874
0.0234238	0.384361	0.0265211	0.0030581
0.0260759	0	0.0291732	0.0030581
0.028728	0	0.0318253	0.0030581
0.0313801	0	0.0344774	0.0030581
0.0340322	0	0.0371295	0.0030581
0.0366843	0	0.0397816	0.0030581
0.0393364	0	0.0424337	0.0030581
0.0419885	0	0.0450859	0.0030581
0.0446406	0	0.047738	0.0030581
0.0472927	0	0.0503901	0.0030581
0.0499449	0	0.0530422	0.0030581
0.052597	0	0.0556943	0.0030581
0.0552491	0	0.0583464	0.0030581
0.0579012	0	0.0609985	0.0030581
0.0605533	0	0.0636506	0.0030581
0.0632054	0	0.0663027	0.0030581
0.0658575	0	0.0689548	0.0030581
0.0685096	0	0.0716069	0.0030581
0.0711617	0	0.0742591	0.0030581
0.0738138	0	0.0769112	0.0030581
0.0764659	0	0.0795633	0.0030581
0.0791181	0	0.0822154	0.0030581
0.0817702	0.384361	0.0848675	0.00407747
0.0844223	0	0.0875196	0.00407747
0.0870744	0	0.0901717	0.00407747
0.0897265	0	0.0928238	0.00407747
0.0923786	0	0.0954759	0.00407747
0.0950307	0	0.098128	0.00407747
0.0976828	0	0.10078	0.00407747
0.100335	0	0.103432	0.00407747
0.102987	0	0.106084	0.00407747
0.105639	0	0.108736	0.00407747
0.108291	0	0.111389	0.00407747
0.110943	0	0.114041	0.00407747
0.113595	0	0.116693	0.00407747
0.116248	0	0.119345	0.00407747
0.1189	0	0.121997	0.00407747
0.121552	0	0.124649	0.00407747
0.124204	0	0.127301	0.00407747
0.126856	0	0.129953	0.00407747
0.129508	0	0.132605	0.00407747
0.13216	0	0.135258	0.00407747
0.134812	0	0.13791	0.00407747
0.137464	0	0.140562	0.00407747
0.140117	0	0.143214	0.00407747
0.142769	0	0.145866	0.00407747
0.145421	0	0.148518	0.00407747
0.148073	0	0.15117	0.00407747
0.150725	0	0.153822	0.00407747
0.153377	0.384361	0.156474	0.00509684
0.156029	0	0.159127	0.00509684
0.158681	0	0.161779	0.00509684
0.161333	0	0.164431	0.00509684
0.163986	0	0.167083	0.00509684
0.166638	0	0.169735	0.00509684
0.16929	0	0.172387	0.00509684
0.171942	0	0.175039	0.00509684
0.174594	0	0.177691	0.00509684
0.177246	0	0.180343	0.00509684
0.179898	0	0.182996	0.00509684
0.18255	0	0.185648	0.00509684
0.185202	0	0.1883	0.00509684
0.187855	0	0.190952	0.00509684
0.190507	0	0.193604	0.00509684
0.193159	0	0.196256	0.00509684
0.195811	0	0.198908	0.00509684
0.198463	0	0.20156	0.00509684
0.201115	0	0.204212	0.00509684
