CASEID_0	CODER_1	EVENT_ID_2	YEAR_3	MONTH_4	DAY_5	APPROXIMATE_DATE_6	EXTENDED_INCID_7	DATE_RESOLUTION_8	REGION_10	VICINITY__13	LOCATIONA_14	LOCATIONB_15	GEO_CODES_16	GEO_CODES0_17	INCID_SUMMARYA_18	INCID_SUMMARYB_19	INCID_SUMMARYC_20	INCID_SUMMARYD_21	INCID_SUMMARYE_22	INCID_SUMMARYF_23	INCID_SUMMARYG_24	INCID_SUMMARYH_25	CRITERION1_26	CRITERION2_27	CRITERION3_28	DOUBT_TERRORISM_29	ALT_DESIGNATION_30	MULT_INCIDENT_31	MULTI_PARTY_32	SUCCESSFUL_33	SUICIDE_ATTACK__34	ATTACK_TYPE_35	ATTACK_TYPE0_36	ADD_ATTACK_TYPE_37	SEC_ATTACK_TYPE_38	SEC_ATTACK_TYPE0_39	TRD_ATTACK_TYPE_40	TRD_ATTACK_TYPE0_41	TARGET_TYPE_42	TARGET_ENTITY_43	NAME_OF_ENTITY_44	SPECIFIC_TARGETA_45	SPECIFIC_TARGETB_46	ADD_TARGETS_48	SEC_TARGET_TYPE_49	SEC_TARGETENTITY_50	SEC_ENTITY_NAME_51	SEC_SPEC_TARGET_52	SEC_NATIONALITY_53	TRD_TARGET_TYPE_54	TRD_TARGETENTITY_55	TRD_ENTITY_NAME_56	TRD_SPEC_TARGET_57	TRD_NATIONALITY_58	PERP_IND_NAMES_60	PERP_GTYPE_61	PERP_GSTYPE_62	IDEO_INFLU_63	ADD_PERP_GROUP_64	SEC_PERP_GNAME_65	SEC_PERP_GTYPE_66	SEC_PERP_GSTYPE_67	SEC_IDEO_INFLU_68	TRD_PERP_GNAME_69	TRD_PERP_GTYPE_70	TRD_PERP_GSTYPE_71	TRD_IDEO_INFLU_72	SPEC_MOTIVEA_73	SPEC_MOTIVEB_74	SPEC_MOTIVEC_75	SUSP_UNCONFIRM_76	NUM_PERPS_77	NUM_MALE_PERPS_78	NUM_FEMALE_PERPS_79	NUM_PERPS_CAPT_80	CLAIM_RESP_81	MODE_CLAIM_82	CLAIM_CONFIRMED__83	ADD_CLAIM_RESP_84	SEC_CLAIM_RESP_85	SEC_MODE_CLAIM_86	SEC_CLAIMCONFIRM_87	TRD_CLAIM_RESP_88	TRD_MODE_CLAIM_89	TRD_CLAIMCONFIRM_90	COMPETING_91	WEAPON_TYPE_92	WEAPON_SUB_TYPE_93	ADD_WEAPONS_94	SEC_WEAPON_TYPE_95	SEC_WEAPON_STYPE_96	TRD_WEAPON_TYPE_97	TRD_WEAPON_STYPE_98	WEAPON_DETAILSA_99	WEAPON_DETAILSB_100	WEAPON_DETAILSC_101	NUM_FATAL_102	NUM_US_FATAL_103	NUM_PERP_FATAL_104	NUM_INJUR_105	NUM_US_INJUR_106	NUM_PERPS_INJUR_107	PSYCHOSOCIAL_108	PROPERTY_DAMAGE__109	EXTENT_PDAMAGE_110	VALUE_PDAMAGE_111	PDAMAGE_COMMENTA_112	PDAMAGE_COMMENTB_113	PDAMAGE_COMMENTC_114	PDAMAGE_COMMENTD_115	PDAMAGE_COMMENTE_116	HOST_KIDNAP_117	NUM_KIDNAP_HOS_118	NUM_USKIDNAP_HOS_119	HOURS_120	DAYS_121	DIVERTED_122	RESOLUTION_123	RANSOM_DEMANDED__124	AMNT_DEMAND_125	AMNT_DEMAND_US_126	AMNT_PAIDA_127	AMNT_PAIDB_128	AMNT_PAID_US_129	RANSOM_NOTESA_130	RANSOM_NOTESB_131	OUTCOME_132	NUM_REL_ESC_RES_133	ADD_NOTESA_134	ADD_NOTESB_135	ADD_NOTESC_136	ADD_NOTESD_137	ADD_NOTESE_138	ADD_NOTESF_139	ADD_NOTESG_140	ADD_NOTESH_141	NAME_OF_SOURCE_142	SOURCE_PUB_DATE_143	FULL_CITATIONA_144	FULL_CITATIONB_145	NAME_SEC_SOURCE_146	SEC_PUB_DATE_147	SEC_FULL_CITA_148	SEC_FULL_CITB_149	NAME_TRD_SOURCE_150	TRD_PUB_DATE_151	TRD_FULL_CITA_152	TRD_FULL_CITB_153	PREVAILING_154
31	30	1.99906e+011	1999	6	1	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	-99	0	-99	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	4	1	0	0	0	0	0	0
32	30	1.99906e+011	1999	6	1	0	0	0	4	0	0	0	-999	-999	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
33	30	1.99906e+011	1999	6	1	0	0	0	4	0	0	0	-999	-999	0	0	1	0	0	0	0	0	1	1	0	1	3	0	0	0	0	2	3	1	1	3	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	40	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	4	6	1	1	0	0	0	3	0	0	-99	0	-99	0	0	0	0	0	0	0	0	0	1	3	0	-99	0	0	0	1	0	0	0	0	0	0	0	4	4	0	0	1	0	0	0	0	0	0	6	0	0	1	4	1	0	0	0	0	0	0
34	30	1.99906e+011	1999	6	2	0	0	0	4	0	0	0	4.95	97.7667	0	0	1	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	-99	0	-99	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	4	1	0	0	0	0	0	0
35	30	1.99906e+011	1999	6	2	0	0	0	4	1	0	0	2.81667	97.6333	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	2	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	1	4	1	0	0	0	0	0	0
36	30	1.99906e+011	1999	6	8	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	-99	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
37	30	1.99906e+011	1999	6	9	0	0	0	4	0	0	0	-999	-999	0	0	1	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
38	30	1.99906e+011	1999	6	10	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
39	30	1.99906e+011	1999	6	14	0	0	0	4	1	1	0	-999	-999	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
40	30	1.99906e+011	1999	6	19	0	0	0	4	1	1	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
41	30	1.99906e+011	1999	6	25	0	0	0	4	0	0	0	-999	-999	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
42	2	1.99907e+011	1999	7	5	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
43	2	1.99907e+011	1999	7	11	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	4	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
44	2	1.99907e+011	1999	7	16	0	0	0	4	0	0	0	0.629167	122.771	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	1	1	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
45	2	1.99907e+011	1999	7	24	0	1	1	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	-9	3	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
46	5	1.99908e+011	1999	8	5	0	0	0	4	0	0	0	-999	-999	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
47	10	1.99909e+011	1999	9	25	0	0	0	4	1	1	0	5.16667	97.1333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	1	2	1	1	0	0	0	0	0	0	0	0	7	1	2	3	2	2	0	0	0	-99	0	-99	-99	0	-99	0	2	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
48	2	1.9991e+011	1999	10	9	0	0	0	4	0	0	0	4.95	97.7667	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
49	2	1.9991e+011	1999	10	12	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
50	2	1.9991e+011	1999	10	12	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
51	2	1.9991e+011	1999	10	18	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	2	2	0	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
52	2	1.9991e+011	1999	10	24	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
53	46	1.99911e+011	1999	11	1	0	0	0	4	0	0	0	5.18333	96.7058	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
54	22	1.99911e+011	1999	11	24	0	0	0	4	1	1	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	11	0	0	1	6	1	0	0	0	0	0	0
55	25	1.99912e+011	1999	12	28	0	0	0	4	0	0	0	3.73333	96.8	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
56	4	2.00012e+011	2000	12	6	0	1	1	4	0	0	0	-999	-999	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	-9	1	0	0	1	0	0	0	0	0	0	0	2	5	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
57	34	2.00103e+011	2001	3	19	0	0	0	4	0	0	0	-999	-999	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
58	34	2.00103e+011	2001	3	20	0	0	0	4	1	1	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
59	34	2.00103e+011	2001	3	27	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	5	5	1	1	5	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
60	76	2.00104e+011	2001	4	7	0	0	0	4	0	0	0	-999	-999	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	9	1	0	1	7	1	0	0
61	76	2.00104e+011	2001	4	13	0	0	0	4	0	0	0	-999	-999	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	9	1	0	0	0	0	0	0
62	67	2.00303e+011	2003	3	15	0	0	0	4	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	45	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	5	1	0	1	5	1	0	0
63	43	2.00305e+011	2003	5	1	0	0	0	4	0	0	0	-999	-999	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	1	10	1	0	0	0	0	0	0
64	43	2.00305e+011	2003	5	1	0	0	0	4	1	1	0	-999	-999	0	1	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	0	1	-99	0	-99	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	10	1	0	0	0	0	0	0
65	43	2.00305e+011	2003	5	1	0	0	0	4	0	0	0	-999	-999	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	1	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	0	-99	1	0	-99	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	10	1	0	0	0	0	0	0
66	43	2.00305e+011	2003	5	31	0	0	0	4	0	0	0	-999	-999	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	-9	-9	-9	0	-9	-9	-9	0	0	0	0	20	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
