0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.#IND	0	0	0	0	0	0	-1.#IND	0	2.76667	0	2.76705
1	-0.572578	0	-1.#IND	0	0	0	0	1.64485	2.32634	3.09022	-0.0572578	1	0	0	0	0	0	-1.#IND	-1.#INF	-1.#IND	0	-1.#INF	0	0	0	0	0	0	-1.#INF	0	2.76667	0	2.76705
2	-0.101745	-0.0572578	0	0	0	0.162048	0	2.27118	3.21217	4.26692	-0.0617065	1.38078	-0.286289	0	0.0906909	0.181065	0.363962	1.#INF	-0.245696	0	0	1.13882	0	0	-0.286289	0.154176	0.0565792	0	1.19698	0	3.02971	0	3.03013
3	0.181055	-0.0617065	0	0	0	0.158842	0	2.71082	3.83396	5.09288	-0.0374304	1.64806	0.0914174	0	0.144746	0.172349	0.339235	1.#INF	1.40855	0	0	2.55493	0	0	-0.224774	0.151621	0.112413	0	2.6766	0.135918	3.02535	0	3.02577
4	-2.38705	-0.0374304	0	0	0	0.161465	0	3.05303	4.31796	5.7358	-0.272392	1.85611	0.362961	0	0.252306	0.180629	0.382775	-1.#INF	-13.008	0	0	-14.02	0	0	-0.123317	0.154545	0.220374	0	-14.6477	0.209031	3.03034	0	3.03076
5	-0.673663	-0.272392	0	0	0	0.69327	0	3.3768	4.77586	6.34406	-0.312519	2.05295	1.21192	0	1.03672	0.762519	1.50149	-1.#INF	-0.526243	0	0	-0.140781	0	0	-0.576064	0.659904	0.891485	0	-0.147899	0.768579	3.89253	0	3.89307
6	0.752361	-0.312519	0	0	0	0.694956	0	3.60453	5.09794	6.7719	-0.206031	2.1914	1.04024	0	1.02438	0.734434	1.39603	1.#INF	1.44993	0	0	1.93493	0	0	-0.59233	0.663563	0.883355	0	2.02647	0.701777	3.89877	0	3.89931
7	-3.13505	-0.206031	0	0	0	0.702942	0	3.79862	5.37245	7.13655	-0.498933	2.3094	1.45286	0	1.23505	0.773855	1.59422	-1.#INF	-3.78497	0	0	-3.89053	0	0	-0.400231	0.67304	1.09653	0	-4.06338	0.796567	3.91494	0	3.91548
8	-0.695307	-0.498933	0	0	0	1.11642	0	4.02789	5.69672	7.56729	-0.51857	2.44879	1.81581	0	1.8551	1.1819	2.25057	1.#INF	-0.166151	0	0	0.0418986	0	0	-0.742084	1.06602	1.62862	0	0.0438797	1.09953	4.58541	0	4.58604
9	1.23036	-0.518571	0	0	0	1.09404	0	4.16332	5.88826	7.82172	-0.343678	2.53112	1.67695	0	1.80823	1.12296	2.09383	1.#INF	1.55742	0	0	1.79814	0	0	-0.736886	1.04796	1.59366	0	1.87721	1.03761	4.5546	0	4.55522
