788	0.0557809	-0.00169096	0.014088	-0.0206522	0.012987	0.0163854	0.0539646	0	0	0	0.0012849	0	0.0425673	0.0406732	0.03712	0.0167466	0.0372675	4.03029	3.43184	0.0408064	0.0447111	3.46522	0.0389997	0	-0.000997999	0.0162892	0.0353949	0.0389917	3.48567	0.0187269	0.0622615
1182	0.121571	-0.00220318	0.0223867	-0.04111	0.025144	0.0167381	0.0601473	0	0	0	0.0145717	0	0.0426242	0.0403826	0.0376756	0.0212864	0.0473162	5.48692	5.81471	0.0631952	0.0559226	7.33858	0.0391766	0	-0.00126299	0.0166675	0.035975	0.0390315	7.36965	0.0188653	0.0635038
1392	0.0854119	-0.000879624	0.0337793	-0.0572177	0.0405454	0.0194452	0.0669618	0	0	0	0.0147234	0	0.0446755	0.0439367	0.0438648	0.022835	0.0522424	2.56912	3.77891	0.0925086	0.056181	4.46297	0.0478334	0	-0.00137128	0.0196111	0.0424432	0.0483057	4.42521	0.0197936	0.0731711
1394	0.110132	0.000603292	0.0479838	-0.0572177	0.0854119	0.0292143	0.0741278	0	0	0	0.0285177	0	0.0452337	0.0463935	0.066699	0.0249643	0.0586789	2.32153	4.38741	0.131409	0.0655852	3.81305	0.0729389	0	-0.00126358	0.0299458	0.0656403	0.0743323	3.71991	0.0199873	0.107112
1397	0.0910863	0.00149889	0.0566368	-0.0239402	0.110132	0.0221378	0.0780742	0	0	0	0.0283449	0	0.0457918	0.0464626	0.0503064	0.027004	0.0643194	1.62933	3.31756	0.155107	0.0712544	4.16843	0.0568948	0	-0.00119385	0.0222317	0.0484753	0.0573153	4.15084	0.0201972	0.0817774
1411	0.0993976	0.00123221	0.0545811	-0.0755487	0.0783104	0.0267485	0.0771582	0	0	0	0.00984189	0	0.0477404	0.0496559	0.0610463	0.0337407	0.0797248	1.84272	2.9094	0.147115	0.0900828	3.76011	0.0699759	0	-0.00117991	0.0274401	0.0601258	0.0707431	3.66535	0.0210288	0.0988827
1414	0.0834792	0.00261008	0.0629932	-0.0755487	0.0993976	0.0279858	0.0808351	0	0	0	0.0196522	0	0.0483674	0.0526012	0.0640285	0.0352597	0.0846363	1.34229	2.29353	0.169788	0.0941382	3.02137	0.0737678	0	-0.00107612	0.0286013	0.062824	0.073893	2.95634	0.0212538	0.102696
1552	0.0857065	-0.00349027	0.0291778	-0.0371649	0.0454074	0.0185741	0.0643659	0	0	0	0.00815568	0	0.0526947	0.063988	0.0416696	0.0350218	0.0779824	2.99016	2.5469	0.0795323	0.0924107	4.69723	0.0541916	0	-0.00154003	0.0185956	0.0400056	0.0545152	4.69179	0.0233133	0.069836
1733	0.0740974	-0.00335543	0.024678	-0.0348248	0.0543867	0.0230501	0.0616331	0	0	0	0.00474485	0	0.0544049	0.0644457	0.0520493	0.029402	0.0650438	3.06631	2.63427	0.0696635	0.0772438	3.28287	0.0686877	0	-0.0015731	0.0235138	0.0509607	0.0699076	3.21813	0.0240626	0.0859883
1750	0.062918	-0.00298407	0.0230983	-0.0366816	0.0338947	0.0176884	0.0606166	0	0	0	0.00338452	0	0.0545377	0.0644457	0.0395849	0.0293023	0.0651832	2.79165	2.24904	0.0652041	0.0769818	3.64546	0.0534431	0	-0.00156438	0.0176935	0.0379658	0.0529049	3.64442	0.024116	0.0668733
1796	0.0790737	-0.00401723	0.0327489	-0.0512378	0.0605837	0.0189775	0.0663953	0	0	0	0.00614685	0	0.0551701	0.0648928	0.0424785	0.0314246	0.0690873	2.46553	2.64413	0.0924466	0.0827808	4.25469	0.0615611	0	-0.00166968	0.0190972	0.0409967	0.0610386	4.22801	0.0244331	0.0714835
1804	0.114222	-0.00262908	0.0517885	-0.0695945	0.0790737	0.0264935	0.0758933	0	0	0	0.0197206	0	0.0557179	0.0656652	0.0600313	0.0337643	0.0759183	2.23647	3.46078	0.144576	0.0889441	4.37177	0.0863553	0	-0.00160181	0.027057	0.0588479	0.0870727	4.28073	0.0246394	0.0976244
1821	0.0701407	-0.00178304	0.0308986	-0.039104	0.0501767	0.0165772	0.0653574	0	0	0	0.0125369	0	0.0563739	0.0685299	0.0370008	0.035607	0.0810511	2.32063	2.01993	0.0862582	0.0937983	4.32546	0.0542084	0	-0.00156355	0.0164901	0.035278	0.0535928	4.34833	0.0249049	0.0629211
