# Program:   sigma_tot/-9.244 ^2 
#Avg sigma:49.07
#Fitness:-5.54194
#VaR prediction:28.1781
#Expected violations:99, observed genetic violations:83
#Expected violations:99, observed real violations:99
#HS violations      :86
#VC violations      :319
#HS-GARCH violations      :195
#VC-GARCH violations      :245
#HS-EWMA violations       :164
#VC-EWMA violations       :422
#HS-GARCH-t violation     :189
#VC-GARCH-t violations    :338
#EVT violations           :121
#GP Average value             :28.1763
#VC Average value             :18.9634
#HS Average value             :27.7902
#VC-GARCH Average value       :22.1929
#HS-GARCH Average value       :25.1076
#VC-GARCH-t Average value     :19.3963
#HS-GARCH-t Average value     :25.1385
#VC-EWMA Average value        :18.2557
#HS-EWMA Average value        :25.4349
#EVT Average value            :34.3943
0	4.01289e-039	0	0	0	0	0	0	4.01289e-039	4.01289e-039	0.1	4.0129e-040	1	0	0	0	0	0	0	0	0	0	1.#INF	0	0	0	0	0	0	1.#INF	0	49.8129	0	49.8276
1	2.28066	4.01289e-039	-1.#IND	0	0	0	0	3.45842	5.84098	9.95165	0.228066	1	4.01289e-039	0	4.01289e-039	0	4.01289e-039	-1.#IND	1.#INF	-1.#IND	0	1.#INF	0	0	4.01289e-039	0	4.01289e-039	0	1.#INF	0	49.8129	0	49.8276
2	-0.279876	0.228066	0	0	0	1.0191	0	4.89586	8.2687	14.0879	0.177272	1.41564	1.14033	0	3.5111	0.721208	1.90584	-1.#INF	-0.704293	0	0	-1.39359	0	0	1.14033	0.836648	3.00954	0	-1.69749	0	48.0513	0	48.0655
3	8.56136	0.177272	0	0	0	0.953463	0	5.7924	9.78288	16.6677	1.01568	1.67487	2.38648	0	2.88501	0.7028	1.81223	1.#INF	11.9296	0	0	8.27974	0	0	0.666928	0.791184	2.43456	0	9.97799	0.739163	48.147	0	48.1612
4	-0.289301	1.01568	0	0	0	3.92646	0	7.72599	13.0486	22.2317	0.885182	2.23397	8.68983	0	11.7748	2.73383	7.37551	-1.#INF	-0.477346	0	0	-0.746177	0	0	2.64053	3.22712	9.85045	0	-0.90788	2.60034	43.0182	0	43.0308
5	-1.57352	0.885182	0	0	0	3.64415	0	8.1057	13.6899	23.3243	0.639312	2.34376	8.22815	0	10.5321	2.62616	6.99454	-1.#INF	-0.936233	0	0	-0.995593	0	0	2.05457	3.02781	8.8192	0	-1.19825	2.65377	43.4378	0	43.4506
6	6.42323	0.639312	0	0	0	3.45236	0	8.46671	14.2996	24.3631	1.2177	2.44815	7.9046	0	9.48125	2.6099	6.71084	1.#INF	2.21614	0	0	1.44056	0	0	1.44989	2.89715	7.92261	0	1.71663	2.77462	43.7129	0	43.7258
7	8.16597	1.2177	0	0	0	4.30016	0	9.29229	15.6939	26.7387	1.91253	2.68686	9.05149	0	12.164	3.07828	8.37884	1.#INF	2.25719	0	0	1.3966	0	0	2.16036	3.5961	10.1946	0	1.67003	2.96221	42.2413	0	42.2537
8	5.12523	1.91253	0	0	0	5.40577	0	10.2774	17.3576	29.5733	2.2338	2.9717	10.4868	0	15.4867	3.65459	10.4144	1.#INF	0.879085	0	0	0.409593	0	0	2.91106	4.51041	12.9881	0	0.490901	3.25652	40.3162	0	40.3281
9	-0.458109	2.2338	0	0	0	5.5122	0	10.6445	17.9777	30.6298	1.96461	3.07786	10.4031	0	15.9804	3.61284	10.6385	-1.#INF	-0.745096	0	0	-0.655853	0	0	3.15708	4.62834	13.4976	0	-0.781099	3.11475	40.0679	0	40.0797
10	2.51763	1.96461	3.9073	-1.57352	8.56136	5.11674	0	10.6764	18.0316	30.7216	2.01991	3.08709	10.1528	2.51763	14.6989	3.53157	10.1803	-0.0711327	0.156593	-0.277937	0.553017	-0.0543191	-0.277937	0	2.79556	4.34308	12.4987	-0.277937	-0.0639954	3.16258	40.6685	0	40.6805
11	2.1138	2.01991	3.79764	-1.57352	8.56136	4.87737	0	10.7733	18.1952	31.0004	2.0293	3.1151	9.795	2.51763	14.1167	3.3549	9.82456	-0.172869	0.0279861	-0.270137	0.525352	-0.1346	-0.264934	0	2.7703	4.17576	12.0996	-0.267229	-0.157216	3.01963	41.0208	0	41.0329
12	0.891152	2.0293	3.80504	-1.57352	8.56136	4.62138	0	10.8392	18.3064	31.1899	1.91549	3.13414	9.46533	2.51763	13.4665	3.18288	9.43377	-0.479479	-0.357585	-0.270663	0.498415	-0.394781	-0.251029	0	2.71559	3.9915	11.6333	-0.255438	-0.45708	2.90144	41.4087	0	41.421
13	2.08601	1.91549	3.74271	-1.57352	8.56136	4.30486	0	10.8577	18.3377	31.2432	1.93254	3.1395	9.17489	2.51763	12.5898	3.04092	8.9897	-0.130718	0.0560763	-0.266229	0.476185	-0.113648	-0.233836	0	2.57525	3.75693	10.9689	-0.240427	-0.130223	2.83692	41.9026	0	41.915
14	3.16998	1.93254	3.16993	-1.57352	8.16597	4.10018	0	10.9134	18.4318	31.4035	2.05628	3.1556	8.91269	3.16998	12.0787	2.88537	8.6449	0.198642	0.428869	0.629682	1.23745	0.153574	0.629682	0	2.5403	3.6049	10.5942	0.629682	0.174674	2.73923	42.2227	0	42.2352
15	5.99727	2.05628	3.02925	-1.57352	8.16597	4.05821	0	11.0253	18.6207	31.7254	2.45038	3.18795	8.74336	5.99727	12.0231	2.76513	8.48893	1.12734	1.42524	3.41499	3.94099	0.841502	3.41499	0	2.58228	3.57462	10.5686	3.41499	0.955342	2.64839	42.2865	0	42.299
16	4.75709	2.45038	2.84948	-0.458109	8.16597	4.62056	0	11.4002	19.254	32.8043	2.68105	3.29637	9.01355	5.99727	13.5447	2.90422	9.2066	0.688325	0.79426	3.21233	4.13922	0.424488	3.88821	0	2.79572	4.00934	11.7532	3.83029	0.4892	2.67279	41.3712	0	41.3834
