# Program:  avg(max_tot, min_tot* avg(mu_tot,ma_sigma)  ) 
#Avg sigma:0.000371872
#Fitness:-0.0943425
#VaR prediction:0.0461876
#Expected violations:78.6, observed genetic violations:93
#Expected violations:78.6, observed real violations:3610
#HS violations      :119
#VC violations      :137
#HS-GARCH violations      :84
#VC-GARCH violations      :118
#HS-EWMA violations       :56
#VC-EWMA violations       :113
#HS-GARCH-t violation     :79
#VC-GARCH-t violations    :140
#EVT violations           :64
#GP Average value             :0.0505152
#VC Average value             :0.0444185
#HS Average value             :0.0462742
#VC-GARCH Average value       :0.0426281
#HS-GARCH Average value       :0.0457288
#VC-GARCH-t Average value     :0.0409314
#HS-GARCH-t Average value     :0.0459181
#VC-EWMA Average value        :0.0452286
#HS-EWMA Average value        :0.0527406
#EVT Average value            :0.0508104
0	0	0	0	0	0	0.00331781	0	0	0	0	0	0	0	0	0.00771836	0	0	0	0	0	0	0	0	0	0	0.00361866	0.00826674	0	0	0	0.0296826
1	-0.00990098	0	nan	0	0	0.00459669	0	0	0	0	-0.000990098	0	0	0	0.0106935	0	0	nan	-inf	nan	0	-2.15394	0	0	0	0.00499199	0.0114041	0	-1.98337	0	0.0316713
2	-0	-9.90097e-05	0	0	0	0.00588373	0	0	0	0	-0.000891088	0	-0.00495049	0	0.00873709	0.000990098	0.0022043	inf	0.0999999	0	0	0.841386	0	0	-0.00495049	0.00635053	0.00955716	0	0.77954	0	0.0336386
3	-0	-9.80196e-05	0	0	0	0.00654519	0	0	0	0	-0.000801979	0	0.00334875	0	0.011926	0.000985184	0.00219386	inf	0.0994937	0	0	0.504237	0	0	-0.00330033	0.00703665	0.0127748	0	0.469019	0.00285817	0.0346321
4	-0.0196078	-9.70394e-05	0	0	0	0.00709923	0	0	0	0	-0.00268256	0	0.00444534	0	0.01404	0.000980295	0.00218346	-inf	-19.903	0	0	-2.4133	0	0	-0.00247525	0.00760325	0.0148942	0	-2.25332	0.00297487	0.0354526
5	-0.0192308	-0.000292147	0	0	0	0.00858781	0	0	0	0	-0.00433738	0	0.00824836	0	0.0140764	0.0021813	0.00478231	-inf	-8.68225	0	0	-1.55208	0	0	-0.00590176	0.00915707	0.0150174	0	-1.4556	0.00608256	0.0377027
6	-0	-0.000481533	0	0	0	0.00972612	0	0	0	0	-0.00390364	0	0.00762364	0	0.014503	0.00288049	0.00621947	inf	0.167171	0	0	0.8352	0	0	-0.00812326	0.0103278	0.0154704	0	0.786543	0.00676895	0.039398
7	-0.028302	-0.000476718	0	0	0	0.00989903	0	0	0	0	-0.00634348	0	0.00927167	0	0.0160657	0.00286645	0.00619163	-inf	-9.70721	0	0	-2.15568	0	0	-0.00696279	0.0104603	0.0169336	0	-2.04001	0.00697853	0.0395899
8	-0	-0.00075497	0	0	0	0.011631	0	0	0	0	-0.00570913	0	0.0111781	0	0.0174275	0.00398457	0.00851452	inf	0.189473	0	0	0.827978	0	0	-0.00963019	0.0122702	0.0184008	0	0.784845	0.00894464	0.0422107
9	-0	-0.00074742	0	0	0	0.0116361	0	0	0	0	-0.00513822	0	0.0124313	0	0.0185093	0.00396532	0.00847727	inf	0.188489	0	0	0.735658	0	0	-0.00856017	0.0122089	0.0193308	0	0.701141	0.00902338	0.042122
10	0.0183486	-0.000739946	0.0108514	-0.028302	0	0.0116408	0	0	0	0	-0.00278953	0	0.0131821	0.0183486	0.0193763	0.00394615	0.00844016	2.40086	4.83726	0.0260528	0.0190886	2.23806	0.0260528	0	-0.00770415	0.0121533	0.0200598	0.0260528	2.14368	0.00897814	0.0420415
11	-0	-0.000549061	0.0135333	-0.028302	0.0183486	0.0122462	0	0	0	0	-0.00251058	0	0.0208393	0.0183486	0.0231531	0.00436579	0.00960726	0.394266	0.125764	0.0324916	0.0211184	0.435705	0.0274077	0	-0.00533572	0.0127564	0.023806	0.0273455	0.418279	0.0112516	0.0429148
12	0.0186917	-0.00054357	0.013556	-0.028302	0.0183486	0.0122027	0	0	0	0	-0.000390355	0	0.0204245	0.0186917	0.0234965	0.00434425	0.00956265	1.73965	4.42775	0.0325462	0.0210143	1.93259	0.0273104	0	-0.00489108	0.0126509	0.0240097	0.0271195	1.86411	0.0108821	0.042762
13	0.0190476	-0.000351218	0.0154588	-0.028302	0.0186917	0.0127605	0	0	0	0	0.00155344	0	0.0250926	0.0190476	0.0266083	0.00473115	0.0106551	1.43119	4.10024	0.0371145	0.0228858	1.73383	0.0285588	0	-0.00307702	0.0132093	0.0270993	0.0283164	1.67493	0.012109	0.0435706
14	0.0194175	-0.00015723	0.0169754	-0.028302	0.0190476	0.0132743	0	0	0	0	0.00333984	0	0.0285339	0.0194175	0.029384	0.00509147	0.0116873	1.23203	3.84461	0.0407555	0.0246288	1.57553	0.0297088	0	-0.00149669	0.0137176	0.0298409	0.0294061	1.52462	0.0129089	0.0443067
15	-0	3.85169e-05	0.0170051	-0.028302	0.0194175	0.0137519	0	0	0	0	0.00300586	0	0.0311912	0.0194175	0.0318893	0.00543097	0.0126728	0.00602248	-0.00709209	0.0408269	0.026271	0.00744716	0.0307777	0	-0.000102413	0.0141852	0.0323033	0.0304084	0.00721971	0.0134518	0.0449838
