
#Surface 0 of 1 surfaces

# Contour 0, label:     1.52
 0.0110813  0.01  1.52 
 0.01  0.0110813  1.52 

 0.989999  0.988895  1.52 
 0.988895  0.989999  1.52 


# Contour 1, label:     1.48
 0.0124856  0.01  1.48 
 0.01  0.0124856  1.48 

 0.989999  0.987494  1.48 
 0.987494  0.989999  1.48 


# Contour 2, label:     1.44
 0.0138899  0.01  1.44 
 0.01  0.0138899  1.44 

 0.989999  0.986093  1.44 
 0.986093  0.989999  1.44 


# Contour 3, label:      1.4
 0.0152942  0.01  1.4 
 0.01  0.0152942  1.4 

 0.989999  0.984691  1.4 
 0.984691  0.989999  1.4 


# Contour 4, label:     1.36
 0.0166985  0.01  1.36 
 0.01  0.0166985  1.36 

 0.989999  0.98329  1.36 
 0.98329  0.989999  1.36 


# Contour 5, label:     1.32
 0.0181028  0.01  1.32 
 0.01  0.0181028  1.32 

 0.989999  0.981889  1.32 
 0.981889  0.989999  1.32 


# Contour 6, label:     1.28
 0.019507  0.01  1.28 
 0.01  0.019507  1.28 

 0.989999  0.980488  1.28 
 0.980488  0.989999  1.28 


# Contour 7, label:     1.24
 0.0239019  0.01  1.24 
 0.019899  0.0141383  1.24 
 0.0141383  0.019899  1.24 
 0.01  0.0239019  1.24 

 0.989999  0.9761  1.24 
 0.985871  0.9801  1.24 
 0.9801  0.985871  1.24 
 0.9761  0.989999  1.24 


# Contour 8, label:      1.2
 0.0294545  0.01  1.2 
 0.019899  0.0198787  1.2 
 0.0198787  0.019899  1.2 
 0.01  0.0294545  1.2 

 0.989999  0.970571  1.2 
 0.980165  0.9801  1.2 
 0.9801  0.980165  1.2 
 0.970571  0.989999  1.2 


# Contour 9, label:     1.16
 0.0426846  0.01  1.16 
 0.0396969  0.0140662  1.16 
 0.0351452  0.019899  1.16 
 0.029798  0.0257043  1.16 
 0.0257043  0.029798  1.16 
 0.019899  0.0351452  1.16 
 0.0140662  0.0396969  1.16 
 0.01  0.0426846  1.16 

 0.989999  0.957278  1.16 
 0.98592  0.960302  1.16 
 0.9801  0.964846  1.16 
 0.974258  0.970201  1.16 
 0.970201  0.974258  1.16 
 0.964846  0.9801  1.16 
 0.960302  0.98592  1.16 
 0.957278  0.989999  1.16 


# Contour 10, label:     1.12
 0.0786565  0.01  1.12 
 0.0792929  0.0149317  1.12 
 0.0802219  0.019899  1.12 
 0.0792929  0.026337  1.12 
 0.0787675  0.029798  1.12 
 0.075019  0.0396969  1.12 
 0.0693939  0.0491387  1.12 
 0.0690907  0.0495959  1.12 
 0.060837  0.0594949  1.12 
 0.0594949  0.060837  1.12 
 0.0495959  0.0690907  1.12 
 0.0491387  0.0693939  1.12 
 0.0396969  0.075019  1.12 
 0.029798  0.0787675  1.12 
 0.026337  0.0792929  1.12 
 0.019899  0.0802219  1.12 
 0.0149317  0.0792929  1.12 
 0.01  0.0786565  1.12 

 0.989999  0.921276  1.12 
 0.985001  0.920706  1.12 
 0.9801  0.919892  1.12 
 0.974087  0.920706  1.12 
 0.970201  0.921257  1.12 
 0.960302  0.924886  1.12 
 0.950825  0.930605  1.12 
 0.950403  0.930887  1.12 
 0.940504  0.939116  1.12 
 0.939116  0.940504  1.12 
 0.930887  0.950403  1.12 
 0.930605  0.950825  1.12 
 0.924886  0.960302  1.12 
 0.921257  0.970201  1.12 
 0.920706  0.974087  1.12 
 0.919892  0.9801  1.12 
 0.920706  0.985001  1.12 
 0.921276  0.989999  1.12 


# Contour 11, label:     1.08
 0.18015  0.01  1.08 
 0.188182  0.0171894  1.08 
 0.191162  0.019899  1.08 
 0.196351  0.029798  1.08 
 0.198081  0.0374952  1.08 
 0.198583  0.0396969  1.08 
 0.199041  0.0495959  1.08 
 0.198081  0.059172  1.08 
 0.198048  0.0594949  1.08 
 0.196023  0.0693939  1.08 
 0.193047  0.0792929  1.08 
 0.189234  0.0891918  1.08 
 0.188182  0.0915035  1.08 
 0.184607  0.0990908  1.08 
 0.179214  0.10899  1.08 
 0.178283  0.110513  1.08 
 0.172911  0.118889  1.08 
 0.168384  0.125265  1.08 
 0.165754  0.128788  1.08 
 0.158485  0.137688  1.08 
 0.15762  0.138687  1.08 
 0.148586  0.148308  1.08 
 0.148308  0.148586  1.08 
 0.138687  0.15762  1.08 
 0.137688  0.158485  1.08 
 0.128788  0.165754  1.08 
 0.125265  0.168384  1.08 
 0.118889  0.172911  1.08 
 0.110513  0.178283  1.08 
 0.10899  0.179214  1.08 
 0.0990908  0.184607  1.08 
 0.0915035  0.188182  1.08 
 0.0891918  0.189234  1.08 
 0.0792929  0.193047  1.08 
 0.0693939  0.196023  1.08 
 0.0594949  0.198048  1.08 
 0.059172  0.198081  1.08 
 0.0495959  0.199041  1.08 
 0.0396969  0.198583  1.08 
 0.0374952  0.198081  1.08 
 0.029798  0.196351  1.08 
 0.019899  0.191162  1.08 
 0.0171894  0.188182  1.08 
 0.01  0.18015  1.08 

 0.989999  0.819779  1.08 
 0.982822  0.811817  1.08 
 0.9801  0.808831  1.08 
 0.970201  0.803636  1.08 
 0.96276  0.801918  1.08 
 0.960302  0.801346  1.08 
 0.950403  0.801009  1.08 
 0.940597  0.801918  1.08 
 0.940504  0.801927  1.08 
 0.930605  0.803979  1.08 
 0.920706  0.806941  1.08 
 0.910807  0.810778  1.08 
 0.908502  0.811817  1.08 
 0.900908  0.815382  1.08 
 0.891009  0.820827  1.08 
 0.889547  0.821716  1.08 
 0.88111  0.827097  1.08 
 0.87473  0.831615  1.08 
 0.871211  0.834235  1.08 
 0.86232  0.841514  1.08 
 0.861312  0.842387  1.08 
 0.851678  0.851413  1.08 
 0.851413  0.851678  1.08 
 0.842387  0.861312  1.08 
 0.841514  0.86232  1.08 
 0.834235  0.871211  1.08 
 0.831615  0.87473  1.08 
 0.827097  0.88111  1.08 
 0.821716  0.889547  1.08 
 0.820827  0.891009  1.08 
 0.815382  0.900908  1.08 
 0.811817  0.908502  1.08 
 0.810778  0.910807  1.08 
 0.806941  0.920706  1.08 
 0.803979  0.930605  1.08 
 0.801927  0.940504  1.08 
 0.801918  0.940597  1.08 
 0.801009  0.950403  1.08 
 0.801346  0.960302  1.08 
 0.801918  0.96276  1.08 
 0.803636  0.970201  1.08 
 0.808831  0.9801  1.08 
 0.811817  0.982822  1.08 
 0.819779  0.989999  1.08 


# Contour 12, label:     1.04
 0.322981  0.01  1.04 
 0.326767  0.0155322  1.04 
 0.329634  0.019899  1.04 
 0.33323  0.029798  1.04 
 0.335299  0.0396969  1.04 
 0.336415  0.0495959  1.04 
 0.336666  0.0556348  1.04 
 0.336828  0.0594949  1.04 
 0.33676  0.0693939  1.04 
 0.336666  0.0711989  1.04 
 0.33624  0.0792929  1.04 
 0.335351  0.0891918  1.04 
 0.334143  0.0990908  1.04 
 0.332607  0.10899  1.04 
 0.330764  0.118889  1.04 
 0.328626  0.128788  1.04 
 0.326767  0.136324  1.04 
 0.32617  0.138687  1.04 
 0.323412  0.148586  1.04 
 0.320333  0.158485  1.04 
 0.316868  0.168378  1.04 
 0.313048  0.178283  1.04 
 0.308802  0.188182  1.04 
 0.306969  0.192135  1.04 
 0.304093  0.198081  1.04 
 0.298894  0.20798  1.04 
 0.29707  0.211203  1.04 
 0.293121  0.217879  1.04 
 0.287171  0.227085  1.04 
 0.286701  0.227778  1.04 
 0.279536  0.237677  1.04 
 0.277272  0.240587  1.04 
 0.271515  0.247576  1.04 
 0.267373  0.252264  1.04 
 0.262494  0.257474  1.04 
 0.257474  0.262494  1.04 
 0.252264  0.267373  1.04 
 0.247576  0.271515  1.04 
 0.240587  0.277272  1.04 
 0.237677  0.279536  1.04 
 0.227778  0.286701  1.04 
 0.227085  0.287171  1.04 
 0.217879  0.293121  1.04 
 0.211203  0.29707  1.04 
 0.20798  0.298894  1.04 
 0.198081  0.304093  1.04 
 0.192135  0.306969  1.04 
 0.188182  0.308802  1.04 
 0.178283  0.313048  1.04 
 0.168384  0.316866  1.04 
 0.158485  0.320333  1.04 
 0.148586  0.323412  1.04 
 0.138687  0.32617  1.04 
 0.136324  0.326767  1.04 
 0.128788  0.328626  1.04 
 0.118889  0.330764  1.04 
 0.10899  0.332607  1.04 
 0.0990908  0.334143  1.04 
 0.0891918  0.335351  1.04 
 0.0792929  0.33624  1.04 
 0.0711989  0.336666  1.04 
 0.0693939  0.33676  1.04 
 0.0594949  0.336828  1.04 
 0.0556348  0.336666  1.04 
 0.0495959  0.336415  1.04 
 0.0396969  0.335299  1.04 
 0.029798  0.33323  1.04 
 0.019899  0.329634  1.04 
 0.0155322  0.326767  1.04 
 0.01  0.322981  1.04 

 0.989999  0.677014  1.04 
 0.984423  0.673232  1.04 
 0.9801  0.670382  1.04 
 0.970201  0.666773  1.04 
 0.960302  0.664666  1.04 
 0.950403  0.663589  1.04 
 0.943774  0.663333  1.04 
 0.940504  0.663204  1.04 
 0.930605  0.663212  1.04 
 0.928462  0.663333  1.04 
 0.920706  0.663776  1.04 
 0.910807  0.664634  1.04 
 0.900908  0.665859  1.04 
 0.891009  0.667404  1.04 
 0.88111  0.669254  1.04 
 0.871211  0.671372  1.04 
 0.863633  0.673232  1.04 
 0.861312  0.673818  1.04 
 0.851413  0.676586  1.04 
 0.841514  0.679678  1.04 
 0.831615  0.683113  1.04 
 0.831569  0.683131  1.04 
 0.821716  0.686953  1.04 
 0.811817  0.691193  1.04 
 0.807867  0.69303  1.04 
 0.801918  0.695911  1.04 
 0.792019  0.701094  1.04 
 0.788797  0.702929  1.04 
 0.78212  0.706906  1.04 
 0.772938  0.712828  1.04 
 0.772221  0.713315  1.04 
 0.762322  0.720485  1.04 
 0.759442  0.722727  1.04 
 0.752423  0.728485  1.04 
 0.747735  0.732626  1.04 
 0.742525  0.737521  1.04 
 0.737521  0.742525  1.04 
 0.732626  0.747735  1.04 
 0.728485  0.752423  1.04 
 0.722727  0.759442  1.04 
 0.720485  0.762322  1.04 
 0.713315  0.772221  1.04 
 0.712828  0.772938  1.04 
 0.706906  0.78212  1.04 
 0.702929  0.788797  1.04 
 0.701094  0.792019  1.04 
 0.695911  0.801918  1.04 
 0.69303  0.807867  1.04 
 0.691193  0.811817  1.04 
 0.686953  0.821716  1.04 
 0.683131  0.831569  1.04 
 0.683113  0.831615  1.04 
 0.679678  0.841514  1.04 
 0.676586  0.851413  1.04 
 0.673818  0.861312  1.04 
 0.673232  0.863633  1.04 
 0.671372  0.871211  1.04 
 0.669254  0.88111  1.04 
 0.667404  0.891009  1.04 
 0.665859  0.900908  1.04 
 0.664634  0.910807  1.04 
 0.663776  0.920706  1.04 
 0.663333  0.928462  1.04 
 0.663212  0.930605  1.04 
 0.663204  0.940504  1.04 
 0.663333  0.943774  1.04 
 0.663589  0.950403  1.04 
 0.664666  0.960302  1.04 
 0.666773  0.970201  1.04 
 0.670382  0.9801  1.04 
 0.673232  0.984423  1.04 
 0.677014  0.989999  1.04 


# Contour 13, label:        1
 0.0594949  0.482266  1 
 0.0495959  0.481427  1 
 0.0396969  0.480709  1 
 0.029798  0.48013  1 
 0.019899  0.479812  1 
 0.01  0.480001  1 

 0.519989  0.989999  1 
 0.520205  0.9801  1 
 0.519882  0.970201  1 
 0.519285  0.960302  1 
 0.518573  0.950403  1 
 0.517737  0.940504  1 
 0.516844  0.930605  1 
 0.515895  0.920706  1 
 0.514908  0.910807  1 
 0.514848  0.910239  1 
 0.513851  0.900908  1 
 0.512781  0.891009  1 
 0.511664  0.88111  1 
 0.510523  0.871211  1 
 0.50934  0.861312  1 
 0.508137  0.851413  1 
 0.506882  0.841514  1 
 0.505604  0.831615  1 
 0.504949  0.826651  1 
 0.50428  0.821716  1 
 0.502923  0.811817  1 
 0.501507  0.801918  1 
 0.500059  0.792019  1 
 0.49856  0.78212  1 
 0.496988  0.772221  1 
 0.495378  0.762322  1 
 0.49505  0.760366  1 
 0.49367  0.752423  1 
 0.491916  0.742525  1 
 0.49006  0.732626  1 
 0.4881  0.722727  1 
 0.486035  0.712828  1 
 0.485151  0.708729  1 
 0.483846  0.702929  1 
 0.481526  0.69303  1 
 0.479021  0.683131  1 
 0.476333  0.673232  1 
 0.475252  0.669437  1 
 0.473425  0.663333  1 
 0.470255  0.653434  1 
 0.466769  0.643535  1 
 0.465353  0.639752  1 
 0.462919  0.633636  1 
 0.458582  0.623737  1 
 0.455454  0.617235  1 
 0.453705  0.613838  1 
 0.44814  0.603939  1 
 0.445555  0.599803  1 
 0.44166  0.59404  1 
 0.435656  0.586091  1 
 0.434056  0.584141  1 
 0.425757  0.575025  1 
 0.424971  0.574242  1 
 0.415858  0.565949  1 
 0.41391  0.564343  1 
 0.405959  0.558331  1 
 0.400188  0.554444  1 
 0.39606  0.551874  1 
 0.386161  0.546298  1 
 0.382753  0.544545  1 
 0.376262  0.541427  1 
 0.366363  0.537094  1 
 0.360221  0.534646  1 
 0.356464  0.533233  1 
 0.346565  0.529735  1 
 0.336666  0.526573  1 
 0.330561  0.524747  1 
 0.326767  0.523667  1 
 0.316868  0.52098  1 
 0.306969  0.51849  1 
 0.29707  0.516154  1 
 0.291263  0.514848  1 
 0.287171  0.513964  1 
 0.277272  0.5119  1 
 0.267373  0.509948  1 
 0.257474  0.508091  1 
 0.247576  0.506331  1 
 0.239557  0.504949  1 
 0.237677  0.504636  1 
 0.227778  0.50301  1 
 0.217879  0.501441  1 
 0.20798  0.499942  1 
 0.198081  0.498486  1 
 0.188182  0.497078  1 
 0.178283  0.495726  1 
 0.173316  0.49505  1 
 0.168384  0.494395  1 
 0.158485  0.49312  1 
 0.148586  0.49187  1 
 0.138687  0.490658  1 
 0.128788  0.489482  1 
 0.118889  0.488343  1 
 0.10899  0.487224  1 
 0.0990908  0.486142  1 
 0.0896649  0.485151  1 
 0.0891918  0.485102  1 
 0.0792929  0.484106  1 
 0.0693939  0.483153  1 
 0.0594949  0.482266  1 

 0.482266  0.0594949  1 
 0.481427  0.0495959  1 
 0.480709  0.0396969  1 
 0.48013  0.029798  1 
 0.479812  0.019899  1 
 0.480001  0.01  1 

 0.989999  0.519989  1 
 0.9801  0.520205  1 
 0.970201  0.519882  1 
 0.960302  0.519285  1 
 0.950403  0.518573  1 
 0.940504  0.517737  1 
 0.930605  0.516844  1 
 0.920706  0.515895  1 
 0.910807  0.514908  1 
 0.910239  0.514848  1 
 0.900908  0.513851  1 
 0.891009  0.512781  1 
 0.88111  0.511664  1 
 0.871211  0.510523  1 
 0.861312  0.50934  1 
 0.851413  0.508137  1 
 0.841514  0.506882  1 
 0.831615  0.505604  1 
 0.826651  0.504949  1 
 0.821716  0.50428  1 
 0.811817  0.502923  1 
 0.801918  0.501507  1 
 0.792019  0.500059  1 
 0.78212  0.49856  1 
 0.772221  0.496988  1 
 0.762322  0.495378  1 
 0.760366  0.49505  1 
 0.752423  0.49367  1 
 0.742525  0.491916  1 
 0.732626  0.49006  1 
