-0.111563	-0.111696	9.68575e-007
-0.111563	-0.109801	9.68575e-007
-0.111563	-0.107905	9.68575e-007
-0.111563	-0.10601	9.76026e-007
-0.111563	-0.104115	9.68575e-007
-0.111563	-0.102219	9.76026e-007
-0.111563	-0.100324	9.68575e-007
-0.111563	-0.0984285	9.76026e-007
-0.111563	-0.0965332	9.76026e-007
-0.111563	-0.0946378	9.76026e-007
-0.111563	-0.0927425	9.76026e-007
-0.111563	-0.0908471	9.76026e-007
-0.111563	-0.0889517	9.83477e-007
-0.111563	-0.0870564	9.76026e-007
-0.111563	-0.085161	9.83477e-007
-0.111563	-0.0832656	9.76026e-007
-0.111563	-0.0813703	9.76026e-007
-0.111563	-0.0794749	9.90927e-007
-0.111563	-0.0775796	9.76026e-007
-0.111563	-0.0756842	9.90927e-007
-0.111563	-0.0737888	9.83477e-007
-0.111563	-0.0718935	9.83477e-007
-0.111563	-0.0699981	9.83477e-007
-0.111563	-0.0681028	9.83477e-007
-0.111563	-0.0662074	9.90927e-007
-0.111563	-0.064312	9.90927e-007
-0.111563	-0.0624167	9.90927e-007
-0.111563	-0.0605213	9.83477e-007
-0.111563	-0.058626	9.90927e-007
-0.111563	-0.0567306	9.90927e-007
-0.111563	-0.0548352	9.90927e-007
-0.111563	-0.0529399	9.90927e-007
-0.111563	-0.0510445	9.90927e-007
-0.111563	-0.0491492	9.98378e-007
-0.111563	-0.0472538	9.90927e-007
-0.111563	-0.0453584	9.98378e-007
-0.111563	-0.0434631	9.98378e-007
-0.111563	-0.0415677	9.98378e-007
-0.111563	-0.0396724	9.90927e-007
-0.111563	-0.037777	9.98378e-007
-0.111563	-0.0358816	9.98378e-007
-0.111563	-0.0339863	9.98378e-007
-0.111563	-0.0320909	9.90927e-007
-0.111563	-0.0301956	1.00583e-006
-0.111563	-0.0283002	9.98378e-007
-0.111563	-0.0264048	9.98378e-007
-0.111563	-0.0245095	9.98378e-007
-0.111563	-0.0226141	1.00583e-006
-0.111563	-0.0207187	9.98378e-007
-0.111563	-0.0188234	9.98378e-007
-0.111563	-0.016928	1.00583e-006
-0.111563	-0.0150327	1.00583e-006
-0.111563	-0.0131373	1.00583e-006
-0.111563	-0.0112419	1.00583e-006
-0.111563	-0.00934659	1.00583e-006
-0.111563	-0.00745123	9.98378e-007
-0.111563	-0.00555586	1.01328e-006
-0.111563	-0.0036605	1.00583e-006
-0.111563	-0.00176514	9.98378e-007
-0.111563	0.000130218	1.00583e-006
-0.111563	0.00202558	1.01328e-006
-0.111563	0.00392094	1.01328e-006
-0.111563	0.0058163	1.01328e-006
-0.111563	0.00771166	1.01328e-006
-0.111563	0.00960702	1.00583e-006
-0.111563	0.0115024	1.02073e-006
-0.111563	0.0133977	1.01328e-006
-0.111563	0.0152931	1.01328e-006
-0.111563	0.0171885	1.01328e-006
-0.111563	0.0190838	1.01328e-006
-0.111563	0.0209792	1.01328e-006
-0.111563	0.0228745	1.01328e-006
-0.111563	0.0247699	1.02073e-006
-0.111563	0.0266653	1.00583e-006
-0.111563	0.0285606	1.02073e-006
-0.111563	0.030456	1.01328e-006
-0.111563	0.0323514	1.00583e-006
