0	0	0	0	0
0	0.01	0	0	0
0	0.02	0	0	0
0	0.03	0	0	0
0	0.04	0	0	0
0	0.05	0	0	0
0	0.06	0	0	0
0	0.07	0	0	0
0	0.08	0	0	0
0	0.09	0	0	0
0	0.1	0	0	0
0	0.11	0	0	0
0	0.12	0	0	0
0	0.13	0	0	0
0	0.14	0	0	0
0	0.15	0	0	0
0	0.16	0	0	0
0	0.17	0	0	0
0	0.18	0	0	0
0	0.19	0	0	0
0	0.2	0	0	0
0	0.21	0	0	0
0	0.22	0	0	0
0	0.23	0	0	0
0	0.24	0	0	0
0	0.25	0	0	0
0	0.26	0	0	0
0	0.27	0	0	0
0	0.28	0	0	0
0	0.29	0	0	0
0	0.3	0	0	0
0	0.31	0	0	0
0	0.32	0	0	0
0	0.33	0	0	0
0	0.34	0	0	0
0	0.35	0	0	0
0	0.36	0	0	0
0	0.37	0	0	0
0	0.38	0	0	0
0	0.39	0	0	0
0	0.4	0	0	0
0	0.41	0	0	0
0	0.42	0	0	0
0	0.43	0	0	0
0	0.44	0	0	0
0	0.45	0	0	0
0	0.46	0	0	0
0	0.47	0	0	0
0	0.48	0	0	0
0	0.49	0	0	0
0	0.5	0	0	0
0	0.51	0	0	0
0	0.52	0	0	0
0	0.53	0	0	0
0	0.54	0	0	0
0	0.55	0	0	0
0	0.56	0	0	0
0	0.57	0	0	0
0	0.58	0	0	0
0	0.59	0	0	0
0	0.6	0	0	0
0	0.61	0	0	0
0	0.62	0	0	0
0	0.63	0	0	0
0	0.64	0	0	0
0	0.65	0	0	0
0	0.66	0	0	0
0	0.67	0	0	0
0	0.68	0	0	0
0	0.69	0	0	0
0	0.7	0	0	0
0	0.71	0	0	0
0	0.72	0	0	0
0	0.73	0	0	0
0	0.74	0	0	0
0	0.75	0	0	0
0	0.76	0	0	0
0	0.77	0	0	0
0	0.78	0	0	0
0	0.79	0	0	0
0	0.8	0	0	0
0	0.81	0	0	0
0	0.82	0	0	0
0	0.83	0	0	0
0	0.839999	0	0	0
0	0.849999	0	0	0
0	0.859999	0	0	0
0	0.869999	0	0	0
0	0.879999	0	0	0
0	0.889999	0	0	0
0	0.899999	0	0	0
0	0.909999	0	0	0
0	0.919999	0	0	0
0	0.929999	0	0	0
0	0.939999	0	0	0
0	0.949999	0	0	0
0	0.959999	0	0	0
0	0.969999	0	0	0
0	0.979999	0	0	0
0	0.989999	0	0	0
0	0.999999	0	0	0
0.01	0	0	0	0
0.01	0.01	1.12826e-013	0	1.12826e-013	1.12826e-009
0.01	0.02	1.88678e-012	0	1.88678e-012	1.77395e-008
0.01	0.03	1.02643e-011	0	1.02643e-011	8.37757e-008
0.01	0.04	3.49898e-011	0	3.49898e-011	2.47255e-007
0.01	0.05	9.20674e-011	0	9.20674e-011	5.70776e-007
0.01	0.06	2.0535e-010	0	2.0535e-010	1.13282e-006
0.01	0.07	4.08308e-010	0	4.08308e-010	2.02958e-006
0.01	0.08	7.4599e-010	0	7.4599e-010	3.37683e-006
0.01	0.09	1.27722e-009	0	1.27722e-009	5.31229e-006
0.01	0.1	2.0769e-009	0	2.0769e-009	7.99685e-006
0.01	0.11	3.2389e-009	0	3.2389e-009	1.162e-005
0.01	0.12	4.87889e-009	0	4.87889e-009	1.63999e-005
0.01	0.13	7.13771e-009	0	7.13771e-009	2.25881e-005
0.01	0.14	1.01849e-008	0	1.01849e-008	3.04722e-005
0.01	0.15	1.42231e-008	0	1.42231e-008	4.03817e-005
0.01	0.16	1.94922e-008	0	1.94922e-008	5.26906e-005
0.01	0.17	2.62743e-008	0	2.62743e-008	6.78211e-005
0.01	0.18	3.48996e-008	0	3.48996e-008	8.62536e-005
0.01	0.19	4.57524e-008	0	4.57524e-008	0.000108528
0.01	0.2	5.92771e-008	0	5.92771e-008	0.000135247
0.01	0.21	7.59871e-008	0	7.59871e-008	0.000167099
0.01	0.22	9.64728e-008	0	9.64728e-008	0.000204858
0.01	0.23	1.21407e-007	0	1.21407e-007	0.000249337
0.01	0.24	1.51559e-007	0	1.51559e-007	0.000301529
0.01	0.25	1.8781e-007	0	1.8781e-007	0.000362501
0.01	0.26	2.31152e-007	0	2.31152e-007	0.000433429
0.01	0.27	2.82716e-007	0	2.82716e-007	0.000515632
0.01	0.28	3.43776e-007	0	3.43776e-007	0.000610602
0.01	0.29	4.15773e-007	0	4.15773e-007	0.000719976
0.01	0.3	5.00329e-007	0	5.00329e-007	0.000845556
0.01	0.31	5.99269e-007	0	5.99269e-007	0.000989395
0.01	0.32	7.14641e-007	0	7.14641e-007	0.00115372
0.01	0.33	8.48746e-007	0	8.48746e-007	0.00134105
0.01	0.34	1.00416e-006	0	1.00416e-006	0.00155413
0.01	0.35	1.18377e-006	0	1.18377e-006	0.00179607
0.01	0.36	1.39079e-006	0	1.39079e-006	0.00207024
0.01	0.37	1.62884e-006	0	1.62884e-006	0.00238047
0.01	0.38	1.90193e-006	0	1.90193e-006	0.00273095
0.01	0.39	2.21459e-006	0	2.21459e-006	0.00312655
0.01	0.4	2.57175e-006	0	2.57175e-006	0.00357166
0.01	0.41	2.97906e-006	0	2.97906e-006	0.00407302
0.01	0.42	3.44268e-006	0	3.44268e-006	0.00463626
0.01	0.43	3.9696e-006	0	3.9696e-006	0.00526917
0.01	0.44	4.56749e-006	0	4.56749e-006	0.00597891
0.01	0.45	5.24497e-006	0	5.24497e-006	0.00677476
0.01	0.46	6.01155e-006	0	6.01155e-006	0.00766589
0.01	0.47	6.87793e-006	0	6.87793e-006	0.00866372
0.01	0.48	7.85591e-006	0	7.85591e-006	0.00977981
0.01	0.49	8.95869e-006	0	8.95869e-006	0.0110278
0.01	0.5	1.0201e-005	0	1.0201e-005	0.0124228
0.01	0.51	1.15762e-005	0	1.15762e-005	0.0137523
0.01	0.52	1.31498e-005	0	1.31498e-005	0.0157361
0.01	0.53	1.4918e-005	0	1.4918e-005	0.0176824
0.01	0.54	1.69036e-005	0	1.69036e-005	0.0198552
0.01	0.55	1.91317e-005	0	1.91317e-005	0.0222812
0.01	0.56	2.16306e-005	0	2.16306e-005	0.024989
0.01	0.57	2.44318e-005	0	2.44318e-005	0.0280119
0.01	0.58	2.75704e-005	0	2.75704e-005	0.0313867
0.01	0.59	3.1086e-005	0	3.1086e-005	0.0351554
0.01	0.6	3.50225e-005	0	3.50225e-005	0.039365
0.01	0.61	3.94291e-005	0	3.94291e-005	0.0440657
0.01	0.62	4.43614e-005	0	4.43614e-005	0.0493234
0.01	0.63	4.98824e-005	0	4.98824e-005	0.0552095
0.01	0.64	5.60606e-005	0	5.60606e-005	0.061783
0.01	0.65	6.29756e-005	0	6.29756e-005	0.0691495
0.01	0.66	7.07159e-005	0	7.07159e-005	0.0774027
0.01	0.67	7.93817e-005	0	7.93817e-005	0.0866585
0.01	0.68	8.90868e-005	0	8.90868e-005	0.0970503
0.01	0.69	9.99592e-005	0	9.99592e-005	0.108724
0.01	0.7	0.000112145	0	0.000112145	0.12186
0.01	0.71	0.000125811	0	0.000125811	0.136657
0.01	0.72	0.000141146	0	0.000141146	0.153349
0.01	0.73	0.000158367	0	0.000158367	0.172207
0.01	0.74	0.000177722	0	0.000177722	0.193551
